Project,Bug,TestSuite,ScoringScheme,Family,Formula,TotalDefn,KillDefn,HybridScheme,AggregationDefn,Score,ScoreWRTLoadedClasses
Math,1100049,developer,first,sbfl,dstar2,tests,,none,,0.000848929191588,0.00351962457338
Math,1100049,developer,first,sbfl,barinel,tests,,none,,0.000848929191588,0.00351962457338
Math,1100049,developer,first,sbfl,tarantula,tests,,none,,0.000848929191588,0.00351962457338
Math,1100049,developer,first,sbfl,ochiai,tests,,none,,0.000848929191588,0.00351962457338
Math,6800358,developer,first,mbfl,muse,elements,passfail,none,avg,0.003963384706,0.138389031705
Math,6800358,developer,first,mbfl,ochiai,tests,exact,none,max,3.68116226563e-05,0.0012853470437
Math,6800358,developer,first,sbfl,opt2,tests,,none,,8.58937861981e-05,0.00299914310197
Math,6800358,developer,first,sbfl,dstar2,tests,,none,,8.58937861981e-05,0.00299914310197
Math,6800358,developer,first,sbfl,barinel,tests,,none,,8.58937861981e-05,0.00299914310197
Math,6800358,developer,first,sbfl,tarantula,tests,,none,,8.58937861981e-05,0.00299914310197
Math,6800358,developer,first,sbfl,ochiai,tests,,none,,8.58937861981e-05,0.00299914310197
Math,100427,developer,first,mbfl,muse,elements,passfail,none,avg,1.18600045068e-05,0.000252143217347
Math,100427,developer,first,mbfl,ochiai,tests,exact,none,max,0.000136390051828,0.0028996469995
Math,100427,developer,first,sbfl,opt2,tests,,none,,0.000124530047321,0.00264750378215
Math,100427,developer,first,sbfl,dstar2,tests,,none,,0.000124530047321,0.00264750378215
Math,100427,developer,first,sbfl,barinel,tests,,none,,0.000124530047321,0.00264750378215
Math,100427,developer,first,sbfl,tarantula,tests,,none,,0.000124530047321,0.00264750378215
Math,100427,developer,first,sbfl,ochiai,tests,,none,,0.000124530047321,0.00264750378215
Math,10200046,developer,first,mbfl,muse,elements,passfail,none,avg,0.000569872728424,0.00420560747664
Math,10200046,developer,first,mbfl,ochiai,tests,exact,none,max,0.000569872728424,0.00420560747664
Math,10200046,developer,first,sbfl,opt2,tests,,none,,0.000823149496612,0.00607476635514
Math,10200046,developer,first,sbfl,dstar2,tests,,none,,0.000823149496612,0.00607476635514
Math,10200046,developer,first,sbfl,barinel,tests,,none,,0.000949787880707,0.00700934579439
Math,10200046,developer,first,sbfl,tarantula,tests,,none,,0.000949787880707,0.00700934579439
Math,10200046,developer,first,sbfl,ochiai,tests,,none,,0.000823149496612,0.00607476635514
Math,600109,developer,first,mbfl,muse,elements,passfail,none,avg,3.08866952472e-05,0.000110879496164
Math,600109,developer,first,mbfl,ochiai,tests,exact,none,max,0.000148256137186,0.000532221581585
Math,600109,developer,first,sbfl,opt2,tests,,none,,0.00142696532042,0.00512263272276
Math,600109,developer,first,sbfl,dstar2,tests,,none,,0.00142696532042,0.00512263272276
Math,600109,developer,first,sbfl,barinel,tests,,none,,0.00142696532042,0.00512263272276
Math,600109,developer,first,sbfl,tarantula,tests,,none,,0.00142696532042,0.00512263272276
Math,600109,developer,first,sbfl,ochiai,tests,,none,,0.00142696532042,0.00512263272276
Math,7100389,developer,first,mbfl,muse,elements,passfail,none,avg,0.000562739164145,0.00985113835377
Math,7100389,developer,first,mbfl,ochiai,tests,exact,none,max,0.00020008503614,0.00350262697023
Math,7100389,developer,first,sbfl,opt2,tests,,none,,3.75159442763e-05,0.000656742556918
Math,7100389,developer,first,sbfl,dstar2,tests,,none,,3.75159442763e-05,0.000656742556918
Math,7100389,developer,first,sbfl,barinel,tests,,none,,3.75159442763e-05,0.000656742556918
Math,7100389,developer,first,sbfl,tarantula,tests,,none,,3.75159442763e-05,0.000656742556918
Math,7100389,developer,first,sbfl,ochiai,tests,,none,,3.75159442763e-05,0.000656742556918
Math,6000056,developer,first,mbfl,muse,elements,passfail,none,avg,0.0237237994771,0.317721130221
Math,6000056,developer,first,mbfl,ochiai,tests,exact,none,max,6.87978718525e-05,0.000921375921376
Math,6000056,developer,first,sbfl,opt2,tests,,none,,5.73315598771e-05,0.000767813267813
Math,6000056,developer,first,sbfl,dstar2,tests,,none,,5.73315598771e-05,0.000767813267813
Math,6000056,developer,first,sbfl,barinel,tests,,none,,5.73315598771e-05,0.000767813267813
Math,6000056,developer,first,sbfl,tarantula,tests,,none,,5.73315598771e-05,0.000767813267813
Math,6000056,developer,first,sbfl,ochiai,tests,,none,,5.73315598771e-05,0.000767813267813
Math,6500061,developer,first,mbfl,muse,elements,passfail,none,avg,2.3786869648e-05,0.00014164305949
Math,6500061,developer,first,mbfl,ochiai,tests,exact,none,max,2.3786869648e-05,0.00014164305949
Math,6500061,developer,first,sbfl,opt2,tests,,none,,8.32540437678e-05,0.000495750708215
Math,6500061,developer,first,sbfl,dstar2,tests,,none,,8.32540437678e-05,0.000495750708215
Math,6500061,developer,first,sbfl,barinel,tests,,none,,0.000606565176023,0.003611898017
Math,6500061,developer,first,sbfl,tarantula,tests,,none,,0.000606565176023,0.003611898017
Math,6500061,developer,first,sbfl,ochiai,tests,,none,,8.32540437678e-05,0.000495750708215
Math,8500059,developer,first,mbfl,muse,elements,passfail,none,avg,2.63831358995e-05,0.000954198473282
Math,8500059,developer,first,mbfl,ochiai,tests,exact,none,max,0.000474896446192,0.0171755725191
Math,8500059,developer,first,sbfl,opt2,tests,,none,,0.00226894968736,0.0820610687023
Math,8500059,developer,first,sbfl,dstar2,tests,,none,,0.00226894968736,0.0820610687023
Math,8500059,developer,first,sbfl,barinel,tests,,none,,0.00226894968736,0.0820610687023
Math,8500059,developer,first,sbfl,tarantula,tests,,none,,0.00226894968736,0.0820610687023
Math,8500059,developer,first,sbfl,ochiai,tests,,none,,0.00226894968736,0.0820610687023
Math,300277,developer,first,mbfl,muse,elements,passfail,none,avg,1.2085030273e-05,0.0010395010395
Math,300277,developer,first,mbfl,ochiai,tests,exact,none,max,1.2085030273e-05,0.0010395010395
Math,300277,developer,first,sbfl,opt2,tests,,none,,0.00013897784814,0.0119542619543
Math,300277,developer,first,sbfl,dstar2,tests,,none,,0.00013897784814,0.0119542619543
Math,300277,developer,first,sbfl,barinel,tests,,none,,0.00013897784814,0.0119542619543
Math,300277,developer,first,sbfl,tarantula,tests,,none,,0.00013897784814,0.0119542619543
Math,300277,developer,first,sbfl,ochiai,tests,,none,,0.00013897784814,0.0119542619543
Math,9200069,developer,first,mbfl,muse,elements,passfail,none,avg,0.000235997482694,0.0132743362832
Math,9200069,developer,first,mbfl,ochiai,tests,exact,none,max,7.86658275645e-05,0.00442477876106
Math,9200069,developer,first,sbfl,opt2,tests,,none,,5.89993706734e-05,0.0033185840708
Math,9200069,developer,first,sbfl,dstar2,tests,,none,,5.89993706734e-05,0.0033185840708
Math,9200069,developer,first,sbfl,barinel,tests,,none,,0.000117998741347,0.00663716814159
Math,9200069,developer,first,sbfl,tarantula,tests,,none,,0.000117998741347,0.00663716814159
Math,9200069,developer,first,sbfl,ochiai,tests,,none,,5.89993706734e-05,0.0033185840708
Math,78,developer,first,mbfl,muse,elements,passfail,none,avg,0.00824048878164,0.343683083512
Math,78,developer,first,mbfl,ochiai,tests,exact,none,max,0.000577604353853,0.0240899357602
Math,78,developer,first,sbfl,opt2,tests,,none,,0.00274682959388,0.114561027837
Math,78,developer,first,sbfl,dstar2,tests,,none,,0.00274682959388,0.114561027837
Math,78,developer,first,sbfl,barinel,tests,,none,,0.00274682959388,0.114561027837
Math,78,developer,first,sbfl,tarantula,tests,,none,,0.00274682959388,0.114561027837
Math,78,developer,first,sbfl,ochiai,tests,,none,,0.00274682959388,0.114561027837
Math,30,developer,first,mbfl,muse,elements,passfail,none,avg,3.93057040438e-05,0.000235915825234
Math,30,developer,first,mbfl,ochiai,tests,exact,none,max,0.000290862209924,0.00174577710673
Math,30,developer,first,sbfl,opt2,tests,,none,,0.000856864348154,0.00514296499009
Math,30,developer,first,sbfl,dstar2,tests,,none,,0.000856864348154,0.00514296499009
Math,30,developer,first,sbfl,barinel,tests,,none,,0.000856864348154,0.00514296499009
Math,30,developer,first,sbfl,tarantula,tests,,none,,0.000856864348154,0.00514296499009
Math,30,developer,first,sbfl,ochiai,tests,,none,,0.000856864348154,0.00514296499009
Math,4100158,developer,first,mbfl,muse,elements,passfail,none,avg,0.000348619782588,0.0074500507958
Math,4100158,developer,first,mbfl,ochiai,tests,exact,none,max,0.000174309891294,0.0037250253979
Math,4100158,developer,first,sbfl,opt2,tests,,none,,0.000412005197604,0.00880460548595
Math,4100158,developer,first,sbfl,dstar2,tests,,none,,0.000412005197604,0.00880460548595
Math,4100158,developer,first,sbfl,barinel,tests,,none,,0.000459544258866,0.00982052150356
Math,4100158,developer,first,sbfl,tarantula,tests,,none,,0.000459544258866,0.00982052150356
Math,4100158,developer,first,sbfl,ochiai,tests,,none,,0.000412005197604,0.00880460548595
Math,2500207,developer,first,mbfl,muse,elements,passfail,none,avg,1.50704543742e-05,0.00124069478908
Math,2500207,developer,first,mbfl,ochiai,tests,exact,none,max,1.50704543742e-05,0.00124069478908
Math,2500207,developer,first,sbfl,opt2,tests,,none,,3.01409087484e-05,0.00248138957816
Math,2500207,developer,first,sbfl,dstar2,tests,,none,,3.01409087484e-05,0.00248138957816
Math,2500207,developer,first,sbfl,barinel,tests,,none,,3.01409087484e-05,0.00248138957816
Math,2500207,developer,first,sbfl,tarantula,tests,,none,,3.01409087484e-05,0.00248138957816
Math,2500207,developer,first,sbfl,ochiai,tests,,none,,3.01409087484e-05,0.00248138957816
Math,5500574,developer,first,mbfl,muse,elements,passfail,none,avg,2.21911546058e-05,0.000342231348392
Math,5500574,developer,first,mbfl,ochiai,tests,exact,none,max,0.000166433659543,0.00256673511294
Math,5500574,developer,first,sbfl,opt2,tests,,none,,0.000266293855269,0.0041067761807
Math,5500574,developer,first,sbfl,dstar2,tests,,none,,0.000266293855269,0.0041067761807
Math,5500574,developer,first,sbfl,barinel,tests,,none,,0.000355058473692,0.00547570157426
Math,5500574,developer,first,sbfl,tarantula,tests,,none,,0.000355058473692,0.00547570157426
Math,5500574,developer,first,sbfl,ochiai,tests,,none,,0.000266293855269,0.0041067761807
Math,10100074,developer,first,mbfl,muse,elements,passfail,none,avg,9.10083727703e-05,0.00625
Math,10100074,developer,first,mbfl,ochiai,tests,exact,none,max,0.000273025118311,0.01875
Math,10100074,developer,first,sbfl,opt2,tests,,none,,0.0116187355903,0.797916666667
Math,10100074,developer,first,sbfl,dstar2,tests,,none,,0.0116187355903,0.797916666667
Math,10100074,developer,first,sbfl,barinel,tests,,none,,0.0116187355903,0.797916666667
Math,10100074,developer,first,sbfl,tarantula,tests,,none,,0.0116187355903,0.797916666667
Math,10100074,developer,first,sbfl,ochiai,tests,,none,,0.0116187355903,0.797916666667
Math,3700552,developer,first,mbfl,muse,elements,passfail,none,avg,3.16360587798e-05,0.000227531285552
Math,3700552,developer,first,mbfl,ochiai,tests,exact,none,max,3.95450734747e-05,0.00028441410694
Math,3700552,developer,first,sbfl,opt2,tests,,none,,2.37270440848e-05,0.000170648464164
Math,3700552,developer,first,sbfl,dstar2,tests,,none,,2.37270440848e-05,0.000170648464164
Math,3700552,developer,first,sbfl,barinel,tests,,none,,2.37270440848e-05,0.000170648464164
Math,3700552,developer,first,sbfl,tarantula,tests,,none,,2.37270440848e-05,0.000170648464164
Math,3700552,developer,first,sbfl,ochiai,tests,,none,,2.37270440848e-05,0.000170648464164
Math,601253,developer,first,mbfl,muse,elements,passfail,none,avg,0.176931345054,0.635162105823
Math,601253,developer,first,mbfl,ochiai,tests,exact,none,max,0.0010377929603,0.0037255510711
Math,601253,developer,first,sbfl,opt2,tests,,none,,0.00130341853943,0.0046791147381
Math,601253,developer,first,sbfl,dstar2,tests,,none,,0.00192115244437,0.00689670466137
Math,601253,developer,first,sbfl,barinel,tests,,none,,0.00205705390346,0.00738457444449
Math,601253,developer,first,sbfl,tarantula,tests,,none,,0.00205705390346,0.00738457444449
Math,601253,developer,first,sbfl,ochiai,tests,,none,,0.00192115244437,0.00689670466137
Math,7600237,developer,first,mbfl,muse,elements,passfail,none,avg,0.000380151046683,0.00160153747598
Math,7600237,developer,first,mbfl,ochiai,tests,exact,none,max,0.000316792538902,0.00133461456331
Math,7600237,developer,first,sbfl,opt2,tests,,none,,0.00022809062801,0.000960922485586
Math,7600237,developer,first,sbfl,dstar2,tests,,none,,0.00022809062801,0.000960922485586
Math,7600237,developer,first,sbfl,barinel,tests,,none,,0.00022809062801,0.000960922485586
Math,7600237,developer,first,sbfl,tarantula,tests,,none,,0.00022809062801,0.000960922485586
Math,7600237,developer,first,sbfl,ochiai,tests,,none,,0.00022809062801,0.000960922485586
Math,3700503,developer,first,mbfl,muse,elements,passfail,none,avg,1.58180293899e-05,0.000113765642776
Math,3700503,developer,first,mbfl,ochiai,tests,exact,none,max,1.58180293899e-05,0.000113765642776
Math,3700503,developer,first,sbfl,opt2,tests,,none,,3.16360587798e-05,0.000227531285552
Math,3700503,developer,first,sbfl,dstar2,tests,,none,,3.16360587798e-05,0.000227531285552
Math,3700503,developer,first,sbfl,barinel,tests,,none,,3.16360587798e-05,0.000227531285552
Math,3700503,developer,first,sbfl,tarantula,tests,,none,,3.16360587798e-05,0.000227531285552
Math,3700503,developer,first,sbfl,ochiai,tests,,none,,3.16360587798e-05,0.000227531285552
Math,5500536,developer,first,mbfl,muse,elements,passfail,none,avg,4.43823092115e-05,0.000684462696783
Math,5500536,developer,first,mbfl,ochiai,tests,exact,none,max,6.65734638173e-05,0.00102669404517
Math,5500536,developer,first,sbfl,opt2,tests,,none,,0.000177529236846,0.00273785078713
Math,5500536,developer,first,sbfl,dstar2,tests,,none,,0.000177529236846,0.00273785078713
Math,5500536,developer,first,sbfl,barinel,tests,,none,,0.000188624814149,0.00290896646133
Math,5500536,developer,first,sbfl,tarantula,tests,,none,,0.000188624814149,0.00290896646133
Math,5500536,developer,first,sbfl,ochiai,tests,,none,,0.000177529236846,0.00273785078713
Math,4500005,developer,first,mbfl,muse,elements,passfail,none,avg,1.61901369686e-05,0.000363108206245
Math,4500005,developer,first,mbfl,ochiai,tests,exact,none,max,1.61901369686e-05,0.000363108206245
Math,4500005,developer,first,sbfl,opt2,tests,,none,,7.28556163585e-05,0.0016339869281
Math,4500005,developer,first,sbfl,dstar2,tests,,none,,7.28556163585e-05,0.0016339869281
Math,4500005,developer,first,sbfl,barinel,tests,,none,,7.28556163585e-05,0.0016339869281
Math,4500005,developer,first,sbfl,tarantula,tests,,none,,7.28556163585e-05,0.0016339869281
Math,4500005,developer,first,sbfl,ochiai,tests,,none,,7.28556163585e-05,0.0016339869281
Math,5500578,developer,first,mbfl,muse,elements,passfail,none,avg,6.65734638173e-05,0.00102669404517
Math,5500578,developer,first,mbfl,ochiai,tests,exact,none,max,0.000133146927635,0.00205338809035
Math,5500578,developer,first,sbfl,opt2,tests,,none,,0.000266293855269,0.0041067761807
Math,5500578,developer,first,sbfl,dstar2,tests,,none,,0.000266293855269,0.0041067761807
Math,5500578,developer,first,sbfl,barinel,tests,,none,,0.000343962896389,0.00530458590007
Math,5500578,developer,first,sbfl,tarantula,tests,,none,,0.000343962896389,0.00530458590007
Math,5500578,developer,first,sbfl,ochiai,tests,,none,,0.000266293855269,0.0041067761807
Math,9200061,developer,first,mbfl,muse,elements,passfail,none,avg,0.000117998741347,0.00663716814159
Math,9200061,developer,first,mbfl,ochiai,tests,exact,none,max,5.89993706734e-05,0.0033185840708
Math,9200061,developer,first,sbfl,opt2,tests,,none,,9.83322844556e-05,0.00553097345133
Math,9200061,developer,first,sbfl,dstar2,tests,,none,,9.83322844556e-05,0.00553097345133
Math,9200061,developer,first,sbfl,barinel,tests,,none,,0.000727658904972,0.0409292035398
Math,9200061,developer,first,sbfl,tarantula,tests,,none,,0.000727658904972,0.0409292035398
Math,9200061,developer,first,sbfl,ochiai,tests,,none,,9.83322844556e-05,0.00553097345133
Math,1300074,developer,first,mbfl,muse,elements,passfail,none,avg,0.0465176113412,0.264811424387
Math,1300074,developer,first,mbfl,ochiai,tests,exact,none,max,0.0476561092958,0.271292566825
Math,1300074,developer,first,sbfl,opt2,tests,,none,,0.00066251575887,0.00377151226657
Math,1300074,developer,first,sbfl,dstar2,tests,,none,,0.00066251575887,0.00377151226657
Math,1300074,developer,first,sbfl,barinel,tests,,none,,0.00398795893689,0.0227023068473
Math,1300074,developer,first,sbfl,tarantula,tests,,none,,0.00398795893689,0.0227023068473
Math,1300074,developer,first,sbfl,ochiai,tests,,none,,0.00066251575887,0.00377151226657
Math,100424,developer,first,mbfl,muse,elements,passfail,none,avg,8.30200315476e-05,0.00176500252143
Math,100424,developer,first,mbfl,ochiai,tests,exact,none,max,1.18600045068e-05,0.000252143217347
Math,100424,developer,first,sbfl,opt2,tests,,none,,1.77900067602e-05,0.000378214826021
Math,100424,developer,first,sbfl,dstar2,tests,,none,,1.77900067602e-05,0.000378214826021
Math,100424,developer,first,sbfl,barinel,tests,,none,,1.77900067602e-05,0.000378214826021
Math,100424,developer,first,sbfl,tarantula,tests,,none,,1.77900067602e-05,0.000378214826021
Math,100424,developer,first,sbfl,ochiai,tests,,none,,1.77900067602e-05,0.000378214826021
Math,10200031,developer,first,mbfl,muse,elements,passfail,none,avg,0.000348255556259,0.00257009345794
Math,10200031,developer,first,mbfl,ochiai,tests,exact,none,max,0.0005382131324,0.00397196261682
Math,10200031,developer,first,sbfl,opt2,tests,,none,,0.000823149496612,0.00607476635514
Math,10200031,developer,first,sbfl,dstar2,tests,,none,,0.000823149496612,0.00607476635514
Math,10200031,developer,first,sbfl,barinel,tests,,none,,0.00088646868866,0.00654205607477
Math,10200031,developer,first,sbfl,tarantula,tests,,none,,0.00088646868866,0.00654205607477
Math,10200031,developer,first,sbfl,ochiai,tests,,none,,0.000823149496612,0.00607476635514
Math,3700535,developer,first,mbfl,muse,elements,passfail,none,avg,0.0631218462804,0.453981797497
Math,3700535,developer,first,mbfl,ochiai,tests,exact,none,max,0.000118635220424,0.000853242320819
Math,3700535,developer,first,sbfl,opt2,tests,,none,,0.000205634382069,0.00147895335609
Math,3700535,developer,first,sbfl,dstar2,tests,,none,,0.000205634382069,0.00147895335609
Math,3700535,developer,first,sbfl,barinel,tests,,none,,0.000205634382069,0.00147895335609
Math,3700535,developer,first,sbfl,tarantula,tests,,none,,0.000205634382069,0.00147895335609
Math,3700535,developer,first,sbfl,ochiai,tests,,none,,0.000205634382069,0.00147895335609
Math,1100048,developer,first,mbfl,muse,elements,passfail,none,avg,2.57251270178e-05,0.000106655290102
Math,1100048,developer,first,mbfl,ochiai,tests,exact,none,max,9.64692263168e-05,0.000399957337884
Math,1100048,developer,first,sbfl,opt2,tests,,none,,0.000848929191588,0.00351962457338
Math,1100048,developer,first,sbfl,dstar2,tests,,none,,0.000848929191588,0.00351962457338
Math,1100048,developer,first,sbfl,barinel,tests,,none,,0.000848929191588,0.00351962457338
Math,1100048,developer,first,sbfl,tarantula,tests,,none,,0.000848929191588,0.00351962457338
Math,1100048,developer,first,sbfl,ochiai,tests,,none,,0.000848929191588,0.00351962457338
Math,8100928,developer,first,mbfl,muse,elements,passfail,none,avg,0.000707960045309,0.00337796339516
Math,8100928,developer,first,mbfl,ochiai,tests,exact,none,max,0.00397744825456,0.0189780125292
Math,8100928,developer,first,sbfl,opt2,tests,,none,,0.00463392029657,0.0221103058592
Math,8100928,developer,first,sbfl,dstar2,tests,,none,,0.00463392029657,0.0221103058592
Math,8100928,developer,first,sbfl,barinel,tests,,none,,0.00463392029657,0.0221103058592
Math,8100928,developer,first,sbfl,tarantula,tests,,none,,0.00463392029657,0.0221103058592
Math,8100928,developer,first,sbfl,ochiai,tests,,none,,0.00463392029657,0.0221103058592
Math,5500594,developer,first,mbfl,muse,elements,passfail,none,avg,0.000110955773029,0.00171115674196
Math,5500594,developer,first,mbfl,ochiai,tests,exact,none,max,0.000210815968755,0.00325119780972
Math,5500594,developer,first,sbfl,opt2,tests,,none,,0.000266293855269,0.0041067761807
Math,5500594,developer,first,sbfl,dstar2,tests,,none,,0.000266293855269,0.0041067761807
Math,5500594,developer,first,sbfl,barinel,tests,,none,,0.000343962896389,0.00530458590007
Math,5500594,developer,first,sbfl,tarantula,tests,,none,,0.000343962896389,0.00530458590007
Math,5500594,developer,first,sbfl,ochiai,tests,,none,,0.000266293855269,0.0041067761807
Math,2,developer,first,mbfl,muse,elements,passfail,none,avg,0.000155133116147,0.00135332084114
Math,2,developer,first,mbfl,ochiai,tests,exact,none,max,0.00231506342558,0.0201957110139
Math,2,developer,first,sbfl,opt2,tests,,none,,0.000566832539768,0.00494482615032
Math,2,developer,first,sbfl,dstar2,tests,,none,,0.000566832539768,0.00494482615032
Math,2,developer,first,sbfl,barinel,tests,,none,,0.000566832539768,0.00494482615032
Math,2,developer,first,sbfl,tarantula,tests,,none,,0.000566832539768,0.00494482615032
Math,2,developer,first,sbfl,ochiai,tests,,none,,0.000566832539768,0.00494482615032
Math,9400181,developer,first,mbfl,muse,elements,passfail,none,avg,0.00934728768874,0.533029612756
Math,9400181,developer,first,mbfl,ochiai,tests,exact,none,max,7.9891347767e-05,0.00455580865604
Math,9400181,developer,first,sbfl,opt2,tests,,none,,5.99185108253e-05,0.00341685649203
Math,9400181,developer,first,sbfl,dstar2,tests,,none,,5.99185108253e-05,0.00341685649203
Math,9400181,developer,first,sbfl,barinel,tests,,none,,0.000139809858592,0.00797266514806
Math,9400181,developer,first,sbfl,tarantula,tests,,none,,0.000139809858592,0.00797266514806
Math,9400181,developer,first,sbfl,ochiai,tests,,none,,5.99185108253e-05,0.00341685649203
Math,1503755,developer,first,mbfl,muse,elements,passfail,none,avg,0.0644438755919621,0.434551208285386
Math,1503755,developer,first,mbfl,ochiai,tests,exact,none,max,0.0644438755919621,0.434551208285386
Math,1503755,developer,first,sbfl,opt2,tests,,none,,0.000533299202184394,0.00359608745684695
Math,1503755,developer,first,sbfl,dstar2,tests,,none,,0.000533299202184394,0.00359608745684695
Math,1503755,developer,first,sbfl,barinel,tests,,none,,0.000533299202184394,0.00359608745684695
Math,1503755,developer,first,sbfl,tarantula,tests,,none,,0.000533299202184394,0.00359608745684695
Math,1503755,developer,first,sbfl,ochiai,tests,,none,,0.000533299202184394,0.00359608745684695
Math,9200115,developer,first,mbfl,muse,elements,passfail,none,avg,0.00544760855884,0.306415929204
Math,9200115,developer,first,mbfl,ochiai,tests,exact,none,max,0.000117998741347,0.00663716814159
Math,9200115,developer,first,sbfl,opt2,tests,,none,,7.86658275645e-05,0.00442477876106
Math,9200115,developer,first,sbfl,dstar2,tests,,none,,7.86658275645e-05,0.00442477876106
Math,9200115,developer,first,sbfl,barinel,tests,,none,,7.86658275645e-05,0.00442477876106
Math,9200115,developer,first,sbfl,tarantula,tests,,none,,7.86658275645e-05,0.00442477876106
Math,9200115,developer,first,sbfl,ochiai,tests,,none,,7.86658275645e-05,0.00442477876106
Math,9200106,developer,first,mbfl,muse,elements,passfail,none,avg,0.00544760855884,0.306415929204
Math,9200106,developer,first,mbfl,ochiai,tests,exact,none,max,0.000137665198238,0.00774336283186
Math,9200106,developer,first,sbfl,opt2,tests,,none,,7.86658275645e-05,0.00442477876106
Math,9200106,developer,first,sbfl,dstar2,tests,,none,,7.86658275645e-05,0.00442477876106
Math,9200106,developer,first,sbfl,barinel,tests,,none,,7.86658275645e-05,0.00442477876106
Math,9200106,developer,first,sbfl,tarantula,tests,,none,,7.86658275645e-05,0.00442477876106
Math,9200106,developer,first,sbfl,ochiai,tests,,none,,7.86658275645e-05,0.00442477876106
Math,7600216,developer,first,mbfl,muse,elements,passfail,none,avg,3.80151046683e-05,0.000160153747598
Math,7600216,developer,first,mbfl,ochiai,tests,exact,none,max,0.000190075523341,0.000800768737988
Math,7600216,developer,first,sbfl,opt2,tests,,none,,0.000240762329566,0.00101430706812
Math,7600216,developer,first,sbfl,dstar2,tests,,none,,0.000240762329566,0.00101430706812
Math,7600216,developer,first,sbfl,barinel,tests,,none,,0.000240762329566,0.00101430706812
Math,7600216,developer,first,sbfl,tarantula,tests,,none,,0.000240762329566,0.00101430706812
Math,7600216,developer,first,sbfl,ochiai,tests,,none,,0.000240762329566,0.00101430706812
Math,9200122,developer,first,mbfl,muse,elements,passfail,none,avg,0.00544760855884,0.306415929204
Math,9200122,developer,first,mbfl,ochiai,tests,exact,none,max,0.000137665198238,0.00774336283186
Math,9200122,developer,first,sbfl,opt2,tests,,none,,7.86658275645e-05,0.00442477876106
Math,9200122,developer,first,sbfl,dstar2,tests,,none,,7.86658275645e-05,0.00442477876106
Math,9200122,developer,first,sbfl,barinel,tests,,none,,7.86658275645e-05,0.00442477876106
Math,9200122,developer,first,sbfl,tarantula,tests,,none,,7.86658275645e-05,0.00442477876106
Math,9200122,developer,first,sbfl,ochiai,tests,,none,,7.86658275645e-05,0.00442477876106
Math,600110,developer,first,mbfl,muse,elements,passfail,none,avg,0.000364463003916,0.00130837805473
Math,600110,developer,first,mbfl,ochiai,tests,exact,none,max,1.85320171483e-05,6.65276976981e-05
Math,600110,developer,first,sbfl,opt2,tests,,none,,0.00128488652228,0.0046125870404
Math,600110,developer,first,sbfl,dstar2,tests,,none,,0.00132195055658,0.0047456424358
Math,600110,developer,first,sbfl,barinel,tests,,none,,0.00137136926897,0.00492304962966
Math,600110,developer,first,sbfl,tarantula,tests,,none,,0.00137136926897,0.00492304962966
Math,600110,developer,first,sbfl,ochiai,tests,,none,,0.00137136926897,0.00492304962966
Math,9100154,developer,first,mbfl,muse,elements,passfail,none,avg,3.33477840398e-05,0.00113122171946
Math,9100154,developer,first,mbfl,ochiai,tests,exact,none,max,6.66955680795e-05,0.00226244343891
Math,9100154,developer,first,sbfl,opt2,tests,,none,,6.66955680795e-05,0.00226244343891
Math,9100154,developer,first,sbfl,dstar2,tests,,none,,6.66955680795e-05,0.00226244343891
Math,9100154,developer,first,sbfl,barinel,tests,,none,,6.66955680795e-05,0.00226244343891
Math,9100154,developer,first,sbfl,tarantula,tests,,none,,6.66955680795e-05,0.00226244343891
Math,9100154,developer,first,sbfl,ochiai,tests,,none,,6.66955680795e-05,0.00226244343891
Math,32,developer,first,mbfl,muse,elements,passfail,none,avg,0.0839603148315,0.786727756429
Math,32,developer,first,mbfl,ochiai,tests,exact,none,max,0.0839603148315,0.786727756429
Math,32,developer,first,sbfl,opt2,tests,,none,,9.4638716699e-05,0.000886786875554
Math,32,developer,first,sbfl,dstar2,tests,,none,,9.4638716699e-05,0.000886786875554
Math,32,developer,first,sbfl,barinel,tests,,none,,9.4638716699e-05,0.000886786875554
Math,32,developer,first,sbfl,tarantula,tests,,none,,9.4638716699e-05,0.000886786875554
Math,32,developer,first,sbfl,ochiai,tests,,none,,9.4638716699e-05,0.000886786875554
Math,8102756,developer,first,mbfl,muse,elements,passfail,none,avg,0.000386160024714,0.00184252548827
Math,8102756,developer,first,mbfl,ochiai,tests,exact,none,max,0.000450520028833,0.00214961306965
Math,8102756,developer,first,sbfl,opt2,tests,,none,,0.000205952013181,0.00098268026041
Math,8102756,developer,first,sbfl,dstar2,tests,,none,,0.000205952013181,0.00098268026041
Math,8102756,developer,first,sbfl,barinel,tests,,none,,0.000205952013181,0.00098268026041
Math,8102756,developer,first,sbfl,tarantula,tests,,none,,0.000205952013181,0.00098268026041
Math,8102756,developer,first,sbfl,ochiai,tests,,none,,0.000205952013181,0.00098268026041
Math,5500525,developer,first,mbfl,muse,elements,passfail,none,avg,4.43823092115e-05,0.000684462696783
Math,5500525,developer,first,mbfl,ochiai,tests,exact,none,max,3.32867319087e-05,0.000513347022587
Math,5500525,developer,first,sbfl,opt2,tests,,none,,0.000310676164481,0.00479123887748
Math,5500525,developer,first,sbfl,dstar2,tests,,none,,0.000310676164481,0.00479123887748
Math,5500525,developer,first,sbfl,barinel,tests,,none,,0.000310676164481,0.00479123887748
